wavelength,intensity,reflectance,absorbance
900.893601,7205,720500.0,-3.857633985150008
904.842517,7872,787200.0,-3.896085085423285
908.787034,8487,848700.0,-3.9287542021766533
912.727152,9213,921300.0,-3.9644010711627313
916.662871,10064,1006400.0,-4.002770628101194
920.594191,11112,1111200.0,-4.045792232729559
924.521112,12296,1229600.0,-4.0897638544916886
928.443633,13482,1348200.0,-4.129754322802772
932.361755,14930,1493000.0,-4.174059807725025
936.275478,16002,1600200.0,-4.20417426607352
941.486933,17403,1740300.0,-4.24062412018726
945.390391,18311,1831100.0,-4.262712062631726
949.28945,19004,1900400.0,-4.278845021747168
953.18411,19728,1972800.0,-4.295083059251656
957.074371,20348,2034800.0,-4.308521728959317
960.960233,21050,2105000.0,-4.323252100171687
964.841696,21918,2191800.0,-4.340800922595561
968.718759,22722,2272200.0,-4.35644655550447
972.591424,23519,2351900.0,-4.3714188521101125
976.459689,24203,2420300.0,-4.383869200802545
980.323555,24984,2498400.0,-4.397661971222142
984.183022,25506,2550600.0,-4.406642355350766
988.038089,26147,2614700.0,-4.417421866886405
991.888758,26639,2663900.0,-4.425517917846864
997.016139,27042,2704200.0,-4.432038808454621
1000.856543,27283,2728300.0,-4.435892123015654
1004.692548,27436,2743600.0,-4.438320794186449
1008.524153,27541,2754100.0,-4.439979705223639
1012.35136,27619,2761900.0,-4.441207950044783
1016.174167,27839,2783900.0,-4.444653631000238
1019.992575,27986,2798600.0,-4.446940829796355
1023.806584,27924,2792400.0,-4.4459776293343545
1027.616194,28077,2807700.0,-4.448350701995904
1031.421404,28111,2811100.0,-4.448876295154121
1035.222216,28229,2822900.0,-4.450695493727006
1039.018628,28278,2827800.0,-4.4514486901432795
1042.810641,28153,2815300.0,-4.449524680325029
1047.859816,28173,2817300.0,-4.449833095266729
1051.641564,28381,2838100.0,-4.453027693687723
1055.418913,28486,2848600.0,-4.454631469952393
1059.191864,28517,2851700.0,-4.455103835626699
1062.960415,28653,2865300.0,-4.457170099784619
1066.724566,28830,2883000.0,-4.459844642388208
1070.484319,29003,2900300.0,-4.462442922590674
1074.239673,29162,2916200.0,-4.464817305625984
1077.990627,29170,2917000.0,-4.464936429121733
1081.737182,29256,2925600.0,-4.466214947329988
1085.479338,29386,2938600.0,-4.468140474260639
1089.217095,29331,2933100.0,-4.467326869904469
1092.950453,29290,2929000.0,-4.466719371681599
1096.679411,29315,2931500.0,-4.4670898985208165
1101.644513,29230,2923000.0,-4.465828815357437
1105.363207,29160,2916000.0,-4.464787519645937
1109.077502,28925,2892500.0,-4.461273367623787
1112.787397,28922,2892200.0,-4.46122832178055
1116.492894,28653,2865300.0,-4.457170099784619
1120.193991,28468,2846800.0,-4.4543569571548876
1123.890689,28177,2817700.0,-4.449894751981211
1127.582988,27615,2761500.0,-4.441145047559696
1131.270888,26807,2680700.0,-4.42824821434295
1134.954388,25855,2585500.0,-4.412544542108089
1138.63349,24802,2480200.0,-4.394486703162585
1142.308192,23647,2364700.0,-4.373776051370321
1145.978495,22761,2276100.0,-4.357191338783729
1149.644399,21925,2192500.0,-4.340939602038078
1154.525428,21048,2104800.0,-4.323210835077647
1158.181068,20711,2071100.0,-4.316201068666369
1161.832308,20579,2057900.0,-4.313424267169193
1165.479149,20297,2029700.0,-4.3074318517197465
1169.121591,20177,2017700.0,-4.3048565939970285
1172.759633,20158,2015800.0,-4.304447440866175
1176.393277,20222,2022200.0,-4.305824106052693
1180.022521,20332,2033200.0,-4.308180101030666
1183.647367,20373,2037300.0,-4.309054985186408
1187.267813,20464,2046400.0,-4.310990527134579
1190.88386,20620,2062000.0,-4.314288660947498
1194.495507,20898,2089800.0,-4.32010472484188
1198.102756,21117,2111700.0,-4.32463221992291
1202.905578,21525,2152500.0,-4.3329431601256925
1206.502562,21938,2193800.0,-4.3411970321468285
1210.095147,22306,2230600.0,-4.348421697864425
1213.683332,22831,2283100.0,-4.358524934046989
1217.267119,23271,2327100.0,-4.366815046163848
1220.846506,23772,2377200.0,-4.376065721586172
1224.421494,24417,2441700.0,-4.387692303200921
1227.992083,24889,2488900.0,-4.396007447705162
1231.558273,25502,2550200.0,-4.406574241410555
1235.120064,26090,2609000.0,-4.416474079100221
1238.677455,26522,2652200.0,-4.423606270721168
1242.230448,27218,2721800.0,-4.434856209740375
1245.779041,27679,2767900.0,-4.44215039567175
1249.323235,28220,2822000.0,-4.450557009418329
1254.041984,28823,2882300.0,-4.459739181739559
1257.575913,29284,2928400.0,-4.466630398181392
1261.105443,29615,2961500.0,-4.471511736976963
1264.630574,29912,2991200.0,-4.475845452146163
1268.151306,30289,3028900.0,-4.481284935212981
1271.667639,30525,3052500.0,-4.48465567261692
1275.179573,30698,3069800.0,-4.487110081755433
1278.687107,31073,3107300.0,-4.492383185039623
1282.190242,31229,3122900.0,-4.494558077684082
1285.688979,31209,3120900.0,-4.494279853207477
1289.183316,31236,3123600.0,-4.494655414156861
1292.673253,31087,3108700.0,-4.492578813187933
1296.158792,30770,3077000.0,-4.488127496247459
1299.639932,30485,3048500.0,-4.484086199357939
1304.274608,29816,2981600.0,-4.474449379745783
1307.745483,29235,2923500.0,-4.465903098173302
1311.211958,28488,2848800.0,-4.454661960666197
1314.674035,27829,2782900.0,-4.444497600790215
