wavelength,intensity,reflectance,absorbance
900.893601,9190,33.92520949462882,0.46947746180881883
904.842517,9927,33.25739555764012,0.4781117641132868
908.787034,10773,32.95200807512311,0.4821181146246851
912.727152,11655,32.481467030823254,0.48836436400588656
916.662871,12690,31.826047701452108,0.49721729062890696
920.594191,14101,31.559275754795102,0.5008729718537802
924.521112,15681,31.38899453530036,0.5032225955699317
928.443633,17571,31.68115105838232,0.49919904775102963
932.361755,19359,31.75741071867977,0.4981549141930101
936.275478,21208,32.108036092775386,0.49338625750277765
941.486933,23520,32.50684136329712,0.48802522813952315
945.390391,25234,32.82129989724646,0.48384422258147275
949.28945,26836,32.997245721030886,0.48152230915479666
953.18411,28402,33.12379730596536,0.47985988159445897
957.074371,30047,33.315962212267706,0.4773476391737619
960.960233,31485,33.300897966090936,0.477544055488869
964.841696,32889,33.32826655317079,0.47718727397733374
968.718759,34290,33.419424004678135,0.47600103959360296
972.591424,35722,33.61216443821335,0.4735035204580351
976.459689,36785,33.55744494517324,0.47421111364951235
980.323555,37935,33.72179849591978,0.4720892710572419
984.183022,38568,33.553730512249444,0.47425918784022225
988.038089,39304,33.5192481536441,0.47470573128238097
991.888758,39849,33.48739884198761,0.4751185852891602
997.016139,40188,33.42732376793512,0.47589839215835317
1000.856543,40218,33.30462578048659,0.4774954418264513
1004.692548,40191,33.21707508574735,0.4786386118016932
1008.524153,39974,33.05111372017264,0.4808139015527444
1012.35136,39922,33.04473065589511,0.48089778366751723
1016.174167,39757,32.92532443332864,0.48246993697634755
1019.992575,39500,32.79477940321804,0.48419528606968654
1023.806584,39203,32.65501615966414,0.48605009698816604
1027.616194,39024,32.608041712624086,0.4866752821182555
1031.421404,38834,32.52510532090421,0.4877812884569689
1035.222216,38689,32.46456831664891,0.48859036759312746
1039.018628,38629,32.474170470690105,0.4884619338531829
1042.810641,38269,32.25151275093125,0.491449910052777
1047.859816,38201,32.23549862454222,0.4916656076550655
1051.641564,38149,32.18944597262771,0.49228649809230607
1055.418913,38100,32.126685386152644,0.4931340797009214
1059.191864,38091,32.08176466129318,0.49374175131106035
1062.960415,38095,31.98680056425069,0.4950291974520008
1066.724566,38177,31.90696274999791,0.4961145346875715
1070.484319,38470,32.020975528550025,0.4945654413045209
1074.239673,38389,31.829035735013683,0.49717651819037006
1077.990627,38644,31.877387050739518,0.4965172843886191
1081.737182,38701,31.75649062920537,0.4981674969433415
1085.479338,38784,31.668163631909856,0.49937711969254034
1089.217095,38904,31.645219541557534,0.49969188702194367
1092.950453,38868,31.431598185332245,0.5026335360863106
1096.679411,38757,31.20832930717944,0.5057294800400124
1101.644513,38661,30.959015999615623,0.5092128513718461
1105.363207,38422,30.625144469507966,0.51392185390375
1109.077502,38149,30.317166403089807,0.5183113925192071
1112.787397,37658,29.8463221132889,0.5251091782469874
1116.492894,36927,29.213012040567694,0.5344236622952525
1120.193991,36091,28.48045327567431,0.5454531030422873
1123.890689,34928,27.413215292003173,0.5620400231368725
1127.582988,33342,26.096348765311312,0.5834202521254566
1131.270888,31502,24.621132187546408,0.6086919801821847
1134.954388,29776,23.22095625794477,0.6341198996277022
1138.63349,28676,22.318732293515144,0.6513304770089492
1142.308192,28165,21.870971749833046,0.6601319203819045
1145.978495,28688,22.22893760121497,0.6530812932594242
1149.644399,29610,22.860628146135078,0.6409118405788664
1154.525428,31147,23.930698013906497,0.621044633640354
1158.181068,32079,24.529730225729494,0.6103072280725095
1161.832308,32524,24.740417310076754,0.6065929791638477
1165.479149,32845,24.82521446657345,0.6051069909193054
1169.121591,32968,24.752237371613912,0.6063855387817563
1172.759633,32911,24.511059804870783,0.6106379103939176
1176.393277,32938,24.308128293309323,0.6142484802015817
1180.022521,32873,24.03682336338576,0.6191229279717207
1183.647367,32657,23.65266642041298,0.6261198931334991
1187.267813,32167,23.056302189728704,0.6372103443687566
1190.88386,31965,22.64018641942955,0.6451200014856984
1194.495507,31892,22.340060382328012,0.6509156573763444
1198.102756,31906,22.088378436381507,0.6558361656125311
1202.905578,32417,22.04023633236108,0.6567837529559136
1206.502562,33156,22.232951116475558,0.6530028868945255
1210.095147,34110,22.570570252636873,0.6464574681953933
1213.683332,35199,22.966104459596124,0.6389126641509456
1217.267119,36414,23.411190618550737,0.6305764989083343
1220.846506,37818,23.937109545601277,0.6209282927008288
1224.421494,38986,24.33294428251331,0.6138053383242086
1227.992083,40325,24.825314741281126,0.6051052367083065
1231.558273,41773,25.319117985768493,0.5965514274297867
1235.120064,42934,25.620002386919683,0.59142083412974
1238.677455,43979,25.884617195592806,0.5869582533620947
1242.230448,45127,26.191554069740448,0.5818387320486453
1245.779041,46147,26.359321181933982,0.579065778096854
1249.323235,47111,26.493049307180133,0.5768680522325238
1254.041984,48086,26.524792180354908,0.5763480100761473
1257.575913,48852,26.587714094449193,0.5753189999697587
1261.105443,49590,26.598226784881007,0.5751473153693373
1264.630574,50510,26.703674332540313,0.5734289771164134
1268.151306,51136,26.703848182440087,0.573426149722496
1271.667639,51894,26.791190409813215,0.5720079890074212
1275.179573,52521,26.75861155407918,0.5725364249118974
1278.687107,53171,26.76078312949821,0.5725011814930353
1282.190242,53644,26.741774675972085,0.5728097748448995
1285.688979,53898,26.657236546003986,0.5741848742404996
1289.183316,54286,26.61313253130178,0.574904003276893
1292.673253,54557,26.548160115230026,0.5759655717384785
1296.158792,54599,26.431745785850524,0.5778741512790995
1299.639932,54749,26.35901880070292,0.5790707601391614
1304.274608,54811,26.177887944827322,0.5820653956350874
1307.745483,54866,26.101186936561927,0.5833397429192495
1311.211958,54752,25.989832294569155,0.5851965228759858
1314.674035,54709,25.908544150936248,0.5865569901395582
1318.131712,54447,25.7186989258486,0.5897510055618436
1321.58499,54048,25.50625056040321,0.5933533783406781
1325.033869,53813,25.399305227783337,0.595178162902372
1328.478349,53397,25.206525741368402,0.5984870097512183
1331.91843,52945,25.01169212163586,0.6018569258532587
1335.354112,52577,24.888402895134224,0.6040029714542664
1338.785394,51822,24.634911580148316,0.6084489921600317
1342.212277,51039,24.348693092640385,0.6135243444241626
1345.634761,50561,24.208893336461532,0.61602506305117
1349.052846,50000,24.031875880167455,0.6192123277142734
1353.60345,49263,23.837243061200788,0.6227439751291188
1357.01127,48505,23.570946093700645,0.6276229853574157
1360.414691,47681,23.243830861778157,0.6336922934493925
1363.813713,46623,22.789283567060803,0.6422693276394067
1367.208336,45608,22.355986039763145,0.6506061702520408
1370.59856,44491,21.852483091597616,0.6604992071279833
1373.984384,43691,21.490900147565174,0.6677453936787151
1377.365809,42629,20.99040809895218,0.6779791177110691
1380.742836,41714,20.602049635757503,0.6860895708338086
