wavelength,intensity,reflectance,absorbance
900.893601,7213,26.627044187677658,0.5746770410048639
904.842517,7725,25.88026399544373,0.5870312978959301
908.787034,8275,25.311228703392164,0.5966867720226643
912.727152,8939,24.912212251268045,0.6035877045848099
916.662871,9720,24.377398239410127,0.6130126477973371
920.594191,10860,24.30563326693673,0.6142930591912339
924.521112,12110,24.240847128530536,0.6154522072442924
928.443633,13476,24.29771735602755,0.6144345241895696
932.361755,14965,24.54928722584032,0.6099611128435873
936.275478,16489,24.96366499121904,0.6026916542213102
941.486933,18239,25.20800508610443,0.5984615222084274
945.390391,19539,25.413940663085466,0.5949279884112018
949.28945,20738,25.499213063151682,0.5934732222171969
953.18411,21922,25.56650533558808,0.5923286312694398
957.074371,23272,25.803876347185877,0.5883150479229078
960.960233,24450,25.86015420901774,0.5873688896673115
964.841696,25636,25.97839524938692,0.5853876798935275
968.718759,26638,25.96169777301301,0.5856669101250783
972.591424,27970,26.318018009541106,0.5797468202226168
976.459689,28801,26.273969603532265,0.5804743068610826
980.323555,29543,26.26184507618184,0.5806747649847288
984.183022,30314,26.372842427616927,0.5788430600395889
988.038089,30809,26.27453990346075,0.5804648802145687
991.888758,31154,26.18049194517509,0.5820221970874923
997.016139,31430,26.142649199417754,0.5826504047282649
1000.856543,31453,26.046307491015085,0.5842538366616763
1004.692548,31465,26.005206826728376,0.584939687809178
1008.524153,31268,25.85285995402907,0.5874914063979045
1012.35136,31252,25.868291229348078,0.5872322583408605
1016.174167,31185,25.826300838930344,0.5879377943798343
1019.992575,30992,25.73103299403882,0.5895427783211111
1023.806584,30758,25.620564422083763,0.5914113069607172
1027.616194,30525,25.506367191416825,0.5933513924709908
1031.421404,30583,25.61454642913976,0.5915133300107823
1035.222216,30378,25.49067322296158,0.5936186944186748
1039.018628,30083,25.289820349213553,0.5970542557335843
1042.810641,29956,25.24566400916921,0.5978132020441267
1047.859816,29835,25.17594045871095,0.5990142972033465
1051.641564,29910,25.237524680628447,0.5979532433368431
1055.418913,29845,25.165903552486235,0.5991874721488475
1059.191864,29806,25.10380608265744,0.6002604285036766
1062.960415,29814,25.033586350507154,0.6014769282318545
1066.724566,29998,25.07124888216563,0.6008240318525566
1070.484319,29984,24.95754952555352,0.6027980584036522
1074.239673,30024,24.89345825387613,0.6039147660572594
1077.990627,30264,24.964735578707714,0.602673029541429
1081.737182,30223,24.79978337217317,0.6055521127496191
1085.479338,30163,24.628888707438556,0.6085551837400891
1089.217095,30206,24.57010850998064,0.6095929255231034
1092.950453,30256,24.46728503384307,0.6114142186431477
1096.679411,30252,24.359841530582667,0.6133255412697598
1101.644513,29963,23.993817966335143,0.6199006403280483
1105.363207,29827,23.77430076758144,0.6238922473557054
1109.077502,29499,23.442976007883466,0.6299872569132718
1112.787397,29080,23.047720193702297,0.6373720271620728
1116.492894,28518,22.560637944401375,0.6466486240230878
1120.193991,27923,22.034847934849513,0.6568899422624637
1123.890689,27034,21.217615157009096,0.6733034320443039
1127.582988,25748,20.15262395804798,0.6956683988375476
1131.270888,24406,19.07508577770483,0.7195335004137048
1134.954388,23205,18.096530426034672,0.7424046826593453
1138.63349,22176,17.259736620902213,0.762965835791235
1142.308192,21788,16.91903896628306,0.7716243093521795
1145.978495,22144,17.15830989407781,0.765525492700868
1149.644399,22898,17.6785769432692,0.7525526969337651
1154.525428,24041,18.471053743613382,0.7335083280582579
1158.181068,24671,18.86508227809384,0.7243412963286515
1161.832308,25096,19.090072340846334,0.7191924258666343
1165.479149,25244,19.08015570084275,0.7194180856203445
1169.121591,25401,19.070965223136525,0.7196273258069712
