wavelength,intensity,reflectance,absorbance
900.893601,3,300.0,-0.47712125471966244
904.842517,7,700.0,-0.8450980400142568
908.787034,5,500.0,-0.6989700043360189
912.727152,8,800.0,-0.9030899869919435
916.662871,3,300.0,-0.47712125471966244
920.594191,6,600.0,-0.7781512503836436
924.521112,8,800.0,-0.9030899869919435
928.443633,9,900.0,-0.9542425094393249
932.361755,10,1000.0,-1.0
936.275478,9,900.0,-0.9542425094393249
941.486933,11,1100.0,-1.041392685158225
945.390391,15,1500.0,-1.1760912590556813
949.28945,13,1300.0,-1.1139433523068367
953.18411,18,1800.0,-1.255272505103306
957.074371,13,1300.0,-1.1139433523068367
960.960233,16,1600.0,-1.2041199826559248
964.841696,20,2000.0,-1.3010299956639813
968.718759,15,1500.0,-1.1760912590556813
972.591424,14,1400.0,-1.146128035678238
976.459689,15,1500.0,-1.1760912590556813
980.323555,21,2100.0,-1.3222192947339193
984.183022,21,2100.0,-1.3222192947339193
988.038089,22,2200.0,-1.3424226808222062
991.888758,23,2300.0,-1.3617278360175928
997.016139,16,1600.0,-1.2041199826559248
1000.856543,23,2300.0,-1.3617278360175928
1004.692548,19,1900.0,-1.2787536009528289
1008.524153,18,1800.0,-1.255272505103306
1012.35136,20,2000.0,-1.3010299956639813
1016.174167,24,2400.0,-1.380211241711606
1019.992575,20,2000.0,-1.3010299956639813
1023.806584,15,1500.0,-1.1760912590556813
1027.616194,25,2500.0,-1.3979400086720377
1031.421404,20,2000.0,-1.3010299956639813
1035.222216,24,2400.0,-1.380211241711606
1039.018628,18,1800.0,-1.255272505103306
1042.810641,18,1800.0,-1.255272505103306
1047.859816,16,1600.0,-1.2041199826559248
1051.641564,17,1700.0,-1.2304489213782739
1055.418913,18,1800.0,-1.255272505103306
1059.191864,19,1900.0,-1.2787536009528289
1062.960415,16,1600.0,-1.2041199826559248
1066.724566,23,2300.0,-1.3617278360175928
1070.484319,20,2000.0,-1.3010299956639813
1074.239673,19,1900.0,-1.2787536009528289
1077.990627,20,2000.0,-1.3010299956639813
1081.737182,23,2300.0,-1.3617278360175928
1085.479338,23,2300.0,-1.3617278360175928
1089.217095,23,2300.0,-1.3617278360175928
1092.950453,23,2300.0,-1.3617278360175928
1096.679411,24,2400.0,-1.380211241711606
1101.644513,16,1600.0,-1.2041199826559248
1105.363207,21,2100.0,-1.3222192947339193
1109.077502,20,2000.0,-1.3010299956639813
1112.787397,22,2200.0,-1.3424226808222062
1116.492894,26,2600.0,-1.414973347970818
1120.193991,19,1900.0,-1.2787536009528289
1123.890689,17,1700.0,-1.2304489213782739
1127.582988,16,1600.0,-1.2041199826559248
1131.270888,17,1700.0,-1.2304489213782739
1134.954388,24,2400.0,-1.380211241711606
1138.63349,26,2600.0,-1.414973347970818
1142.308192,23,2300.0,-1.3617278360175928
1145.978495,17,1700.0,-1.2304489213782739
1149.644399,19,1900.0,-1.2787536009528289
1154.525428,21,2100.0,-1.3222192947339193
1158.181068,21,2100.0,-1.3222192947339193
