wavelength,intensity,reflectance,absorbance
900.893601,7680,768000.0,-3.8853612200315117
904.842517,8369,836900.0,-3.922673567858554
908.787034,9027,902700.0,-3.955543442459743
912.727152,9746,974600.0,-3.9888264070452757
916.662871,10707,1070700.0,-4.0296678026753225
920.594191,11838,1183800.0,-4.073278335635835
924.521112,13089,1308900.0,-4.116906467706483
928.443633,14426,1442600.0,-4.1591459278540475
932.361755,15805,1580500.0,-4.198794500175598
936.275478,17041,1704100.0,-4.23149507644823
941.486933,18587,1858700.0,-4.269209298938935
945.390391,19439,1943900.0,-4.2886739197645145
949.28945,20376,2037600.0,-4.309118931955559
953.18411,20966,2096600.0,-4.321515581460533
957.074371,21759,2175900.0,-4.337638932181409
960.960233,22513,2251300.0,-4.352433371350281
964.841696,23321,2332100.0,-4.367747168950207
968.718759,24119,2411900.0,-4.382359297519319
972.591424,25038,2503800.0,-4.398599635095352
976.459689,25808,2580800.0,-4.411754350044887
980.323555,26499,2649900.0,-4.423229485156568
984.183022,27166,2716600.0,-4.4340256963562465
988.038089,27795,2779500.0,-4.443966678374579
991.888758,28293,2829300.0,-4.451678999573242
997.016139,28785,2878500.0,-4.459166233791152
1000.856543,29033,2903300.0,-4.462891914099998
1004.692548,29240,2924000.0,-4.465977368285823
1008.524153,29371,2937100.0,-4.467918733281008
1012.35136,29534,2953400.0,-4.470322270543917
1016.174167,29628,2962800.0,-4.471702335979557
1019.992575,29714,2971400.0,-4.472961119019948
1023.806584,29820,2982000.0,-4.474507639116975
1027.616194,29896,2989600.0,-4.475613084841581
1031.421404,29979,2997900.0,-4.476817142130502
1035.222216,29997,2999700.0,-4.4770778230998545
1039.018628,30106,3010600.0,-4.478653057295336
1042.810641,30093,3009300.0,-4.478465485131264
1047.859816,30117,3011700.0,-4.478811708951815
1051.641564,30353,3035300.0,-4.482201621904094
1055.418913,30319,3031900.0,-4.481714873027169
1059.191864,30428,3042800.0,-4.483273407582981
1062.960415,30618,3061800.0,-4.485976818715875
1066.724566,30754,3075400.0,-4.4879016100285165
1070.484319,30958,3095800.0,-4.490772895905551
1074.239673,31010,3101000.0,-4.491501766237326
1077.990627,31152,3115200.0,-4.493485934175957
1081.737182,31176,3117600.0,-4.493820392784634
1085.479338,31223,3122300.0,-4.494474629054753
1089.217095,31169,3116900.0,-4.493722868961196
1092.950453,31253,3125300.0,-4.494891711949256
1096.679411,31207,3120700.0,-4.494252020954077
1101.644513,31077,3107700.0,-4.492439087788779
1105.363207,30935,3093500.0,-4.490450120356019
